shifted,remaining,in_week
2.841354166,16.63484603,3.133020833
2.841782407,16.57111098,3.133449074
2.84287037,16.50737594,3.134537037
2.850150463,16.4436409,3.14181713
2.851608796,16.37990586,3.143275463
2.859467592,16.31617081,3.151134259
2.861736111,16.25243577,3.153402778
2.86261574,16.18870073,3.154282407
2.865439814,16.12496569,3.157106481
2.866886574,16.06123065,3.158553241
2.875960648,15.9974956,3.167627315
2.888877314,15.93376056,3.180543981
2.889317129,15.87002552,3.180983796
2.891331018,15.80629048,3.182997685
2.891446759,15.74255543,3.183113426
2.916354166,15.67882039,3.208020833
2.91787037,15.61508535,3.209537037
2.919872685,15.55135031,3.211539352
2.92537037,15.48761527,3.217037037
2.9396875,15.42388022,3.231354167
2.951898148,15.36014518,3.243564815
2.959085648,15.29641014,3.250752315
2.961076389,15.2326751,3.252743056
2.969722222,15.16894005,3.261388889
2.969907407,15.10520501,3.261574074
2.976574074,15.04146997,3.268240741
2.979953703,14.97773493,3.27162037
2.980752314,14.91399989,3.272418981
2.997511574,14.85026484,3.289178241
2.998993055,14.7865298,3.290659722
3.001689814,14.72279476,3.293356481
3.007326389,14.65905972,3.298993056
3.033298611,14.59532467,3.324965278
3.074872685,14.53158963,3.366539352
3.079537037,14.46785459,3.371203704
3.080185185,14.40411955,3.371851852
3.142858796,14.34038451,3.434525463
3.174583333,14.27664946,3.46625
3.188912037,14.21291442,3.480578704
3.196539352,14.14917938,3.488206019
3.247696759,14.08544434,3.539363426
3.588275463,14.02170929,3.87994213
3.611516203,13.95797425,3.90318287
3.629895833,13.89423921,3.9215625
3.638981481,13.83050417,3.930648148
3.658356481,13.76676913,3.950023148
3.661817129,13.70303408,3.953483796
3.662453703,13.63929904,3.95412037
3.663761574,13.575564,3.955428241
3.688043981,13.51182896,3.979710648
3.688136574,13.44809391,3.979803241
3.688333333,13.38435887,3.98
3.6971875,13.32062383,3.988854167
3.72355324,13.25688879,4.015219907
3.724548611,13.19315374,4.016215278
3.726423611,13.1294187,4.018090278
3.732002314,13.06568366,4.023668981
3.732291666,13.00194862,4.023958333
3.734560185,12.93821358,4.026226852
3.76255787,12.87447853,4.054224537
3.785787037,12.81074349,4.077453704
3.791006944,12.74700845,4.082673611
3.79380787,12.68327341,4.085474537
3.795381944,12.61953836,4.087048611
3.820451389,12.55580332,4.112118056
3.847199074,12.49206828,4.138865741
3.848541666,12.42833324,4.140208333
3.850405092,12.3645982,4.142071759
3.876909722,12.30086315,4.168576389
3.880671296,12.23712811,4.172337963
3.934155092,12.17339307,4.225821759
3.934236111,12.10965803,4.225902778
3.936481481,12.04592298,4.228148148
3.946388889,11.98218794,4.238055556
3.954004629,11.9184529,4.245671296
3.98386574,11.85471786,4.275532407
3.990358796,11.79098282,4.282025463
4.014652777,11.72724777,4.306319444
4.025196759,11.66351273,4.316863426
4.045497685,11.59977769,4.337164352
4.046134259,11.53604265,4.337800926
4.04693287,11.4723076,4.338599537
4.047083333,11.40857256,4.33875
4.047094907,11.34483752,4.338761574
4.104664352,11.28110248,4.396331019
4.105694444,11.21736744,4.397361111
4.108969907,11.15363239,4.400636574
4.109317129,11.08989735,4.400983796
4.167071759,11.02616231,4.458738426
4.190671296,10.96242727,4.482337963
4.577835648,10.89869222,4.869502315
4.633946759,10.83495718,4.925613426
4.686203703,10.77122214,4.97787037
4.686331018,10.7074871,4.977997685
4.686458333,10.64375206,4.978125
4.686469907,10.58001701,4.978136574
4.718287037,10.51628197,5.009953704
4.756944444,10.45254693,5.048611111
4.823379629,10.38881189,5.115046296
4.858576389,10.32507684,5.150243056
4.891736111,10.2613418,5.183402778
4.896539352,10.19760676,5.188206019
4.904629629,10.13387172,5.196296296
4.910104166,10.07013667,5.201770833
4.941655092,10.00640163,5.233321759
4.941666666,9.94266659,5.233333333
4.980092592,9.878931548,5.271759259
4.991122685,9.815196506,5.282789352
5.005023148,9.751461464,5.296689815
5.012754629,9.687726421,5.304421296
5.027858796,9.623991379,5.319525463
5.050717592,9.560256337,5.342384259
5.092939814,9.496521295,5.384606481
5.092951389,9.432786252,5.384618056
5.096643518,9.36905121,5.388310185
5.110578703,9.305316168,5.40224537
5.194826389,9.241581126,5.486493056
5.19599537,9.177846083,5.487662037
5.196168981,9.114111041,5.487835648
5.198125,9.050375999,5.489791667
5.210925926,8.986640957,5.502592593
5.542164352,8.922905914,5.833831019
5.542766203,8.859170872,5.83443287
5.581469907,8.79543583,5.873136574
5.604548611,8.731700788,5.896215278
5.604953703,8.667965745,5.89662037
5.624826389,8.604230703,5.916493056
5.629212963,8.540495661,5.92087963
