in_week,median
0.0048148148198397,56.0
0.0054398148131396,56.0
0.0056365740747397,56.0
0.0094212962940201,56.0
0.0224537037065602,56.0
0.0234375000000000,56.0
0.0240277777775200,56.0
0.0299421296294904,55.5
0.0368287037053996,55.0
0.0468402777769397,55.0
0.0468750000000000,55.0
0.0478935185165001,55.0
0.0506481481497802,55.0
0.0511805555579503,55.0
0.0548032407386900,55.0
0.0562962962940201,55.0
0.0567939814791298,55.0
0.0582291666651100,55.0
0.0585069444423398,55.0
0.0620601851842402,55.0
0.0651041666642396,55.0
0.0652777777795599,55.0
0.0661342592575203,54.5
0.0665624999965102,54.5
0.0673148148198397,54.5
0.0677893518513901,54.5
0.0687384259290402,54.5
0.0702314814843703,54.5
0.0703356481535602,54.5
0.0724074074096297,54.5
0.0732523148180899,54.5
0.0734837962954797,54.5
0.0742939814808796,54.5
0.0772800925915398,54.5
0.0825578703734200,54.5
0.0854976851842402,54.5
0.0882291666712298,54.5
0.0974768518499296,54.5
0.1031365740709600,54.5
0.1031481481477400,54.5
0.1038078703713800,54.5
0.1049421296265800,54.5
0.1149652777749000,54.5
0.1200115740721200,54.5
0.1207291666651100,54.5
0.1277083333334300,54.5
0.1360300925953200,54.5
0.1468634259290400,54.0
0.1521875000034900,54.0
0.1551851851836500,53.5
0.1553009259223500,53.5
0.1574537037013200,53.5
0.1581712963015900,53.5
0.1594791666648200,53.5
0.1624884259290400,53.5
0.1702199074061400,53.5
0.1732060185167900,53.5
0.1757870370347500,53.5
0.1769444444435100,53.5
0.1804282407392700,53.5
0.1810416666630800,53.5
0.1810995370397000,53.5
0.1838888888887600,53.5
0.1872569444458300,53.5
0.1873842592613100,53.5
0.1877199074078800,53.5
0.1882754629623400,53.5
0.1888888888861400,53.5
0.1964699074087500,53.5
0.1970138888864300,53.5
0.1993518518502200,53.5
0.2000347222201500,53.5
0.2046990740709600,53.5
0.2099652777760600,53.0
0.2167708333363400,52.5
0.2256712962989700,52.0
0.2261342592610200,52.0
0.2265972222230600,52.0
0.2378472222189900,51.5
0.2401620370365000,51.5
0.2552893518513900,51.5
0.2715740740750300,51.5
0.2716782407442200,51.5
0.2751388888864300,51.0
0.2814467592616000,51.0
0.2819907407392700,51.0
0.2833564814791300,51.0
0.2898726851854000,51.0
0.2957291666680200,51.0
0.3005324074038100,51.0
0.3041898148148900,51.0
0.3092939814814600,51.0
0.3214236111089100,51.0
0.3388888888876000,51.0
0.3404513888890500,51.0
0.3418634259287500,51.0
0.3467708333337200,51.0
0.3515046296306500,51.0
0.3551620370344600,51.0
0.3569328703670200,51.0
0.3616782407407300,51.0
0.3764236111092000,51.0
0.3767013888864300,51.0
0.3802546296283300,51.0
0.3844212962940200,51.0
0.3858680555567800,51.0
0.3896990740759100,51.0
0.4015740740724100,51.0
0.4072916666700600,51.0
0.4140046296306500,51.0
0.4322685185179600,51.0
0.4325000000026200,51.0
0.4407060185185400,51.0
0.4407523148183800,51.0
0.4447685185150500,51.0
0.4480092592566500,51.0
0.4480555555564900,51.0
0.4565740740727100,51.0
0.4607291666689000,51.0
0.4612500000002900,51.0
0.4633333333331400,51.0
0.4667592592595600,51.0
0.4667824074058400,51.0
0.4703009259246800,51.0
0.4939236111167700,51.0
0.5316203703696400,51.0
0.5741319444496200,51.0
0.7925925925956100,51.0
0.8347222222219000,51.0
0.8408101851819100,51.0
0.8409143518511000,51.0
0.8409374999973800,51.0
0.8443981481468700,51.0
0.8486921296280300,51.0
0.8552662037036500,51.0
0.8570601851824900,50.5
0.8574768518519700,50.5
0.8583680555530000,50.5
0.8634606481500700,50.5
0.8744212962992600,50.5
0.8857060185182500,50.5
0.8976157407378200,50.5
0.9171875000029100,50.5
0.9248726851874400,50.5
0.9328703703722600,50.5
0.9355787037056900,50.0
0.9424421296280300,50.0
0.9433333333363400,50.0
0.9523958333302300,50.0
0.9590509259287500,50.0
0.9623148148166400,50.0
0.9625000000014600,50.0
0.9728472222195700,50.0
0.9844212962998400,50.0
0.9864814814791300,50.0
0.9865162037021900,50.0
0.9908333333369200,50.0
0.9909490740756200,50.0
0.9917476851842400,50.0
0.9918287037071400,49.5
0.9948148148178000,49.5
1.0150231481457000,49.5
1.0320717592621800,49.5
1.0354745370350400,49.5
1.0452777777754800,49.5
1.0460648148146000,49.5
1.0463773148148900,49.5
1.0465624999997100,49.5
1.0490856481483200,49.5
1.0511805555579500,49.5
1.0512499999968000,49.5
1.0513310185197000,49.5
1.0668171296274500,49.5
1.0674189814817500,49.5
1.0678587962975100,49.0
1.0787615740773600,48.5
1.0805092592563600,48.5
1.0849537037065600,48.5
1.0870486111089100,48.5
1.0914930555591100,48.5
1.0973958333343000,48.5
1.1110995370399900,48.5
1.1111458333325600,48.5
1.1128587962957700,48.5
1.1217824074046800,48.5
1.1239004629605900,48.5
1.1251851851848200,48.5
1.1303472222207300,48.5
1.1358564814800000,48.5
1.1359490740724100,48.5
1.1475694444452500,48.5
1.1549305555527100,48.5
1.1781365740753200,48.5
1.1797453703693500,48.5
1.1853124999979600,48.0
1.1931018518516800,48.0
1.1933680555521300,48.0
1.2003472222204400,47.5
1.2018055555527100,47.0
1.2057060185179600,46.5
1.2063888888878900,46.0
1.2066087962957700,45.5
1.2070486111115300,45.0
1.2071296296271600,45.0
